"","NS40_1","NS40_2","NS40_3","NS40_4","NS40_5","NS40_6","NS40_7","NS40_8","NS69_1","NS69_2","NS69_3","NS69_4","NS69_5","NS69_6","NS69_7","NS122_1","NS122_2","NS122_3","NS122_4","NS122_5","NS122_6","NS122_7","NS122_8","NS122_9","NS123_1","NS123_2","NS123_3","NS123_4","NS123_5","NS123_6","NS123_7","NS123_8","NS150_1","NS150_2","NS150_3","NS150_4","NS150_5","NS150_6","NS150_7","NS150_8","NS150_9","NS246_1","NS246_2","NS246_3","NS246_4","NS246_5","NS246_6","NS246_7","NS246_8","NS246_9"
"hsa-miR-1279",1.93651680677742,2.00098447845339,2.37962931619098,2.2833872422941,1.61423074278977,1.89333548304373,1.93442360178885,1.78609164191706,1.68998465213668,1.61058777749144,1.4088750456277,1.33621389712825,1.42013975699994,1.76340648383699,1.49524364556372,1.78589493324977,1.80416480978293,1.75312882202872,1.7495233289276,2.07373070300108,1.43472643439231,1.9438254795975,1.46829380831044,1.95416629726981,1.90201824317453,1.74917849205517,1.61885655528112,1.57178239848218,1.78097369585537,1.58751795655702,2.30369830368503,2.30905049476329,2.27291423752552,2.69627888403973,1.77781895189973,2.56950750485423,1.53965410165893,1.77541059603746,2.46201593570517,1.11717246364269,2.21259312299486,1.8146780575524,1.64225710751673,1.79712810570269,1.44492497628607,1.99328729169099,1.8132468037547,1.49109632492915,1.79016673596788,1.79963769602158
"hsa-miR-128-1-5p",1.89873496653157,2.00442483348138,2.37088330170021,1.99679866700158,2.05682558103365,1.70639891721753,2.01879260958913,2.08157035674011,2.09132437871607,2.47085433466151,2.41809370939832,2.5608304598222,1.84164764533463,2.13127055040416,2.149042863683,2.12770462067665,2.12815407998925,2.12606297595865,2.21938175818539,2.57679099796074,2.64542883212462,2.3240279961525,2.11637951774228,1.64780481584812,1.68782539428444,2.12268143662367,2.01844050026088,2.04083762408899,2.1291082155941,2.02935481946044,2.99518484273912,2.5469399117333,2.07607093101337,2.12011532688296,2.62238613856758,2.1089037251578,2.33161742187226,2.12697436136379,2.95963418924482,2.653120089244,2.61420622118931,2.76663149410397,2.10885376094743,2.12125034888197,2.04432910958507,2.14730880756036,2.07665678559565,2.02804795382565,2.12751329705196,2.12073171279201
"hsa-miR-128-2-5p",1.577937444974,1.69411860918639,2.13970960000116,1.83230885330814,2.26771448094909,1.80094817748368,2.43746952721095,1.80169046928797,1.80119220128295,1.89975221217346,2.3492940672073,1.74515925504684,1.57360739334137,1.85745594405826,1.79171827889492,1.83808184160497,1.81645034059594,1.84438158257569,1.82103243450758,1.7033750460933,1.72253551096332,1.77620441541211,1.72078779147599,1.8063261590966,1.57063987375236,2.01955345948921,1.67837654380618,1.70985131465957,1.83277476506981,1.67419470827755,1.82609396074514,2.25671911135797,1.76153597173101,1.82152670777165,1.83105036395202,1.79379288969904,1.66058484837827,1.84095401448129,1.83803636309253,1.37173391187583,1.74279683358722,2.49401143805327,2.19558680346315,2.34317593448954,1.80023654275767,2.43767793720759,2.86124369569287,1.76246380062715,1.83357828751711,1.84405468361365
"hsa-miR-128-3p",0.216116229903922,0.219281288161935,0.209300445715707,0.217784168172813,0.217959493569622,0.214946403053737,0.218505905614365,0.219936437329073,0.217908236302493,0.217903349102903,0.21774293637486,0.218188109422924,0.227531691820761,0.217765524469454,0.217747426401113,0.217860881945896,0.217958773575141,0.217664147983145,0.21784311045718,0.221763273495824,0.21690690001092,0.218276387278499,0.217435025088088,0.206232666033291,0.20957149992834,0.217778560378758,0.210588284293592,0.216333769698659,0.217957093006027,0.219379159485034,0.21803139565813,0.220540799385186,0.217760965961548,0.218909201712775,0.217445735182212,0.218464278756713,0.216592494688762,0.217849812885533,0.218405125230786,0.210426948606494,0.221126676962196,0.219272630166241,0.216964990982563,0.217977276133784,0.217586886703427,0.218123898513152,0.214236160226496,0.218549033507331,0.217894206858103,0.218083941090829
"hsa-miR-1281",1.62986225452568,1.50315437896963,1.47523909619745,2.26484686220217,1.6010955926317,1.68924669682395,1.55094529427928,1.70826607445872,2.04133781300137,1.99811502426892,2.0109190412444,1.74603139103533,1.88734059703299,1.75792295802921,1.92101572676805,1.77907192627771,1.79996900987153,1.75263271115534,1.74971690634015,1.47747737323346,1.3881541730785,1.44847108881903,1.60088297827948,1.52106000884348,1.45268523969868,1.74802157466209,1.60974194749256,1.76795323271842,1.78160781282216,2.34090558178452,1.64749803421774,1.62869960961226,1.71999225826306,1.77674827997675,2.56287222000061,1.87201412628761,1.57848021548018,1.77397611317152,2.14599998850492,1.08786255271287,1.64673745721162,2.16112971514157,2.26426417098656,1.78014784668026,1.99262531410239,1.95680113797043,2.21798990802202,2.48479205116535,1.93081084997143,2.68450949366814
"hsa-miR-1283",0.216116229903922,0.219281288161935,0.209300445715707,0.217784168172813,0.217959493569622,0.214946403053737,0.218505905614365,0.219936437329073,0.217908236302493,0.217903349102903,0.21774293637486,0.218188109422924,0.227531691820761,0.217765524469454,0.217747426401113,0.217860881945896,0.217958773575141,0.217664147983145,0.21784311045718,0.221763273495824,0.21690690001092,0.218276387278499,0.217435025088088,0.206232666033291,0.20957149992834,0.217778560378758,0.210588284293592,0.216333769698659,0.217957093006027,0.219379159485034,0.21803139565813,0.220540799385186,0.217760965961548,0.218909201712775,0.217445735182212,0.218464278756713,0.216592494688762,0.217849812885533,0.218405125230786,0.210426948606494,0.221126676962196,0.219272630166241,0.216964990982563,0.217977276133784,0.217586886703427,0.218123898513152,0.214236160226496,0.218549033507331,0.217894206858103,0.218083941090829
"hsa-miR-1285-3p",1.814925187319,1.55214490593165,1.46195612873137,0.923768949954608,1.27969967085564,1.68035025641925,1.21066486338243,1.05695097201313,2.1568465101455,1.77453753576168,1.74520633195051,1.69815909257972,1.86643752589302,1.9345517645117,1.48840608145257,1.66380991831764,1.01175107394274,2.27677844830534,2.22986732382204,0.624673357572883,1.83876767623679,1.19136666506664,1.93906987820951,1.94909151726149,1.98637869209595,2.27164132791906,1.07303716524577,1.84486655510949,1.84320313896239,1.80154042654292,1.04519479710989,2.12813560360039,1.67603098371328,1.12149489700159,1.65403511797573,0.763998205457735,1.56159134549174,1.26608439523747,1.90377062347811,3.38868246892658,2.01623545190462,1.47662026505526,0.667496853318454,1.06156680361259,1.60858800384674,1.50798022545915,1.2956374409695,1.45020070930673,1.59888799913564,1.67666395633949
"hsa-miR-1285-5p",2.10403611721347,2.04425899659371,2.01468103045785,2.33702031819237,1.842398983605,1.91005394214316,2.12674983940096,1.94003618484063,2.11423122880991,2.08993614039664,2.11740153042018,2.12508926408476,2.17365405798404,2.6076683443262,2.18315663493345,2.64219208093523,2.03412841460072,2.1576031620947,2.09164829815101,2.21711758655058,2.14115259546902,2.17958766957747,2.4330673461827,1.81321725831958,2.41515079611401,1.45776756974187,1.84640767132271,2.33259258142335,2.13307863704748,2.08668490667012,2.32792094417555,2.17066007389757,2.18694690011558,2.31425030103683,2.38478380808306,2.30541644750556,2.46866744364035,1.53161648698678,2.15594051734569,1.51395805572621,2.14868175698305,2.23925327984765,2.5283597549756,2.45124466240496,2.31725441155778,2.37405717660612,2.50657439319459,2.23586619794658,2.05912425225531,2.52342639155048
"hsa-miR-1286",1.99438331292707,2.00081436802024,1.94763605039528,2.53054096777384,2.70799044295516,2.14453066859286,2.98426989657612,2.12971234899083,2.08790649389503,2.06687989466023,2.41581941938875,2.10276633168129,2.33351596232659,2.12513906289528,2.14539472480295,2.12265430101233,2.12523622147592,2.12291820828393,2.10352882667819,2.17353318901152,2.52815259438917,2.07574699991647,2.11377028943415,2.62676235387135,2.3085918402213,2.52405549193102,2.71085116675008,2.04047563862125,2.12408509708068,2.02780373572116,2.08531395026143,1.98209325074579,2.06995782466164,2.11702571464506,2.11895648918501,2.10516248409453,2.00054433397559,2.12162983010592,2.03618415482263,1.64824115450139,2.06662952438657,2.25380097055843,2.58234699786834,2.1161721058629,2.04167990845531,2.14242785104181,2.06927711499727,3.02463126453096,2.12097461616387,2.11507699091915
"hsa-miR-1287-3p",0.857731060227965,0.887769497769299,0.887482934213008,1.4278783676735,0.902731117176821,1.57832003667539,0.976979334968767,0.901157792197754,0.905626008787006,0.860130261613643,0.906912241799972,0.907114914792295,0.834914710325045,0.911047209851036,0.910512024737715,0.911394652355066,0.911599044916489,0.911220872197633,0.909876241753634,0.860699490718532,0.903541971540272,0.904925359095453,0.902160278963058,0.812030155633087,0.849014683885993,0.91117474443179,0.878276390036266,0.889229165808163,0.911242470673193,0.898077020363794,0.908494187617812,0.885018405305469,0.900993713990167,0.908912359307989,0.909192277413615,0.905879640386307,1.79921678134077,0.911279861016161,0.89395446265281,0.503374072202697,0.907988006785932,0.88911828129764,0.90994066291287,0.911103733048516,0.903550548227538,0.911025006398116,0.902893119247768,0.894165631387646,0.911259015313976,0.910708970610893
"hsa-miR-1287-5p",1.79789761875775,1.54626046591768,1.59754444916253,1.97691764128211,2.17261105355661,1.89594573696838,1.34826468352973,1.93355666584211,2.41163129027981,1.27292097470424,1.64321385358671,1.77420183261776,1.32148709162261,1.58078582543482,1.78190774604282,2.23626536803597,1.90909475392029,1.83288416940714,2.19515517832067,1.86401535295038,1.46695476718882,1.95487399015218,1.85777201789814,1.66511879254752,1.4803779032122,2.06383345933855,1.9201289280568,1.57719792673527,1.86858160817879,2.1678245585182,1.37608616402967,1.1468875283715,1.17672433557536,1.91133830252732,1.22806780567901,1.80863656215926,1.18113374061586,1.85462662806893,1.54705075971676,1.06740288584715,1.77258337459444,1.21527944850728,0.870455532632227,1.67394542235067,1.3534655747486,0.967823425837692,1.30174292663989,1.68631840156257,1.17826212102943,0.747691626897252
"hsa-miR-1288-3p",0.73807422266593,0.760838316584797,0.758443918513377,0.760793667538392,0.77015170084265,1.22761003979686,0.751504967797118,0.770704354289332,0.774997284450043,0.736309024282526,0.775366752036563,0.774923818500642,0.761662548922844,0.778628991125624,0.778349402715482,0.77870205541463,0.778724312813248,0.778792641490573,0.777812671223483,0.742597621659153,0.771991857589251,0.774134604477694,0.772422144253861,0.698226333468356,0.726557159964379,0.778665479184481,1.03205985086237,0.76427356683714,0.778518723543884,0.767970456325073,0.776509758899423,0.758439619164046,0.772432263982449,0.776413805459146,0.776671850680754,0.774406232993119,0.761324925186738,0.778640685679462,0.765161510342071,1.46316334918016,0.773188849909679,0.760829470896387,0.776958722963701,0.778428231105805,0.771839560966852,0.778375700053075,0.771619816062654,0.759678533672676,0.778579832128705,0.778199995154879
"hsa-miR-1289",1.96284732445258,1.33948937781144,1.70704678218766,1.37311634796565,1.35156675001785,1.04621601285238,1.32359145922127,2.00397830385581,1.47154756149059,1.34841348710544,1.37728771613111,1.38515522993206,1.35484598628266,1.38804262218628,1.3876460894807,1.38684169013607,1.38581770967817,1.38763416434799,1.37904718030621,1.60603755556824,1.37992559011824,1.37329011646236,2.0247060292676,1.15152298420273,1.21959545451627,1.38779823106409,1.33592106244653,1.3254294955536,1.3864492520583,1.39148936375828,1.38695745129317,1.37982792084649,1.32303638281934,1.38975348526828,1.38203899488957,1.75608425746744,1.33220227503824,1.38559746936563,1.33730367369795,0.740955615898895,1.41213248317171,2.02614963174821,1.39115258849718,1.38581178657419,1.64461234360864,1.38860612353797,1.37883456850879,1.40764530372926,1.3856041732783,1.38935681675637
"hsa-miR-129-2-3p",1.00033672725607,1.03506666905421,1.04840892281617,1.39849517023432,1.05031945418943,1.1810201097834,1.03329394040074,1.05096921537907,1.05381284999033,1.02097839190133,1.05976395242389,1.05804349128813,0.925911592275174,1.06562344667733,1.06506237310375,1.06613531748872,1.06656043608258,1.0652517201434,1.06287217264888,1.13523588603629,1.15251895725599,1.05969702417143,1.05842995469148,1.61841579933733,1.06261585796503,1.06552288333619,1.03277855504791,1.05197668910527,1.06578962838525,1.04570195603626,1.06523641029829,1.02896618859631,1.05113895825484,1.41409152863709,1.06587786296069,1.06216700775735,1.03265295160164,1.06616538909074,1.03668053196941,0.599455716498308,1.44903887512378,1.03991580867049,1.06727582540849,1.06587274579004,1.06142520488143,1.06616647536534,1.05704120120847,1.5262364876845,1.06627044271899,1.09041213937135
"hsa-miR-129-5p",0.523564199587985,0.534180820674248,0.535261726080937,0.530070473781056,0.540008500824358,0.745906239349721,1.04108560941214,0.538775824375474,0.541488988637761,0.519388505438462,0.542542425432262,0.541856888407903,0.825136796088279,0.544086320710735,0.544220367777482,0.543917906677152,0.543777652943987,0.544157413981665,0.543791390072661,0.523937568107674,0.540030131263075,0.542498847069469,0.541151581839979,0.500228270337704,0.514649267628813,0.544063137647702,0.522547663035271,0.537892002007746,0.543848200665076,0.536993681121576,0.54315048264493,0.531745612216776,0.541822045654015,0.542147002069152,0.542928495525592,0.541555653099035,0.5343306313524,0.543945826329083,0.535721460616371,0.348638556893914,0.540548733021931,0.532640004152993,0.543195571513189,0.543887504854816,0.540816769021535,0.543777165333064,0.538959465266129,0.531036529574927,0.543903338680441,0.543628797429969
"hsa-miR-1290",1.60220548016773,1.18627704737895,1.25936801849826,1.83887106515243,1.18241899059283,2.0305641108922,2.17376146181389,1.93937039205223,1.28433574810386,2.04462246930263,1.83735378686357,1.91927822952418,2.12222551660138,2.01126987503401,2.15581457067838,2.47520858548821,2.05385137559571,1.78451106322991,2.06532022137837,1.54713716004756,1.93862479684052,1.86435972131345,1.75638568298294,1.48328239890764,1.8969716577692,2.23141968728821,1.52939681287549,2.06970670973193,1.7184943437711,1.85305752520272,2.15586871449964,1.81456059988542,1.11437387100601,2.19305148915099,2.05010495035846,2.17744522830758,1.95178549774697,2.17263828687863,1.99703329075667,2.33387694130888,2.52559362952142,1.98447056508424,1.90299390404546,1.7683021007851,1.81327874218457,1.99875770616642,1.95298342259154,1.95431581446087,1.66970400324261,2.01188037092693
"hsa-miR-1291",0.684855410643565,0.978414899380135,0.598944878760771,0.593979839694148,0.604656510868699,0.531139345315628,0.591713165050711,0.655907053549121,0.607330468685084,0.58090210723053,0.608269121238756,0.607465904413137,0.559050622520473,0.610246611147752,0.610295643211614,0.610100280442433,0.609969395898589,0.610352401380589,0.609796634926228,0.585609896926515,0.605337410316951,0.607941486473938,0.606683221195956,0.5573578005513,0.574831166301885,0.610228034253301,0.584987056273734,0.602670213778542,0.609983917524817,0.60197067266056,0.609004473052617,0.595641430696655,0.607181500805217,0.608016968701952,0.608855138133652,0.607247031042322,0.598422912796848,0.610112033350802,0.719010648717453,0.991388838155765,0.605381572602773,0.596876447928359,0.609124960490053,0.609993449045115,0.606054858814807,0.609890871535104,0.672089009804006,0.594647168554138,0.610053646645611,0.609732741146456
"hsa-miR-1293",2.37684889765713,2.06902242848731,1.94338291312122,1.98123160584036,2.78354517465923,2.31057118001191,1.98496716907602,2.07746590302249,2.73566317555121,2.473106482046,1.97368181263616,2.09011941318478,2.13023245784197,2.1688068337981,2.85760750824675,2.1740024371178,2.58187589025545,2.15255242463378,2.12621657243499,2.49804342760851,1.95636050937839,2.07504050965379,2.09305303769746,2.59824406204933,1.70959913833139,2.15474325874411,2.01287997867977,2.20734650307685,2.16379625016856,2.47873963326134,2.07319739017925,2.54618132751491,2.09803156703294,2.77434716098083,2.21680758682585,2.1152734844433,2.32272353467852,2.16414746173894,2.01176054436064,2.33918209333379,2.06518839506077,1.95758384854981,2.11025898709633,2.13707115999307,2.23670663216215,2.16434997981421,2.04882674274966,2.30296721801384,2.1690100921493,2.16687527557778
"hsa-miR-1295a",1.854345324622,1.8691525847177,2.08586258523832,2.25976448260517,1.92489561485926,1.72669083286911,1.94759074946087,1.86016304174296,1.95888061316519,1.69739818901618,1.90702052269023,1.74984196699736,1.73339625882772,1.17373232667439,1.43634755008043,2.16680921076699,2.25486355882814,2.1640651694715,1.86648434569038,1.79930577104144,1.54977440771599,1.91681454290813,1.20432629191978,1.89682617320478,1.33752144617698,1.35810568883118,1.02077051286048,2.20358712303725,1.85264572596037,2.01542042291734,2.10622001253474,2.05674507748945,2.20574250971391,1.81391671929741,1.71907433488602,2.26125310613299,1.88022291661031,2.29613183846944,1.9266127925564,1.68810566107558,2.14220369880549,1.8715071427694,2.20424763650474,2.26066777060696,1.97316675452299,2.02395287370177,2.12270532050423,1.83550851041127,2.07924538585691,2.23470126216354
"hsa-miR-1296-3p",1.32365527034383,1.74236539455473,1.97461302830606,1.912303456766,1.87824929888089,1.48595824987778,1.73748093178119,1.64258711071756,2.14164109076733,1.77090322919749,1.60350892825966,1.79077961406992,2.08844067720813,2.23546453466819,1.82821929071981,1.50159986582089,1.84095799298877,1.51813320970255,1.31073506022177,2.120441894892,0.826555681289075,2.14261635256088,1.98683799186769,1.80407263228086,2.12411803927687,2.22783079113096,1.83290425160693,1.68483049431837,1.92241790934784,1.78208647288999,2.10472106071935,1.95059430670857,2.13592994097322,2.22715790172026,2.18378614746085,2.20493890795094,1.82796558118556,2.4442764462604,2.0290191713011,1.60829512835967,2.06549053003814,1.74168291449674,2.09523630768345,1.99300043890039,2.00074962032709,2.08644303899639,1.6769660431408,2.00242557767416,1.93475508655123,2.31325997013421
"hsa-miR-1296-5p",0.81852023874203,0.846584843160936,0.84404601239023,0.850459455923142,0.859241202116682,0.738277686127867,0.83770428692371,0.858861331582839,1.21575819370534,0.819069667550061,0.863924461906675,0.863992051817972,0.798428762828848,0.867848826058223,0.867381098884025,0.868105341363826,0.868253119170452,0.868016312457329,0.866816320216822,1.53086273776479,0.860605189609917,0.862213339223206,0.859769625377862,1.17786346075133,0.808026272646504,1.05533192767511,0.833883563361422,0.848178401955518,0.867939922772362,0.855840203494125,0.865373028347041,0.844173906062922,1.40677752653594,0.865834621175219,0.865826421568068,0.862967843710788,0.84735479076277,0.868003434391537,0.852259572078539,0.490604396871472,0.86411203859552,0.847383080986437,0.866334939314248,0.867810187709912,0.860255412982728,0.867760403612115,0.860010488478857,0.849910386416054,0.867969265218343,0.867514417992207
"hsa-miR-1297",1.16812471164973,1.42089368915802,1.90073071765687,1.41225140987531,2.07611514604798,1.76796268781855,1.48535923642933,2.3097166860385,1.78710391914045,2.28137538642952,1.80121995767362,1.36632702938203,1.77304143908936,1.73763777863361,1.21431318387549,1.74727407234035,1.70890764086175,1.76541988722161,2.12200513492609,1.73640067564715,1.70233775840905,1.96484424389429,1.62880718337543,1.9220491901135,1.311454836053,2.15531103803271,2.23468598830914,2.22227713602235,2.10668240456913,1.96821355919348,1.83843645083664,1.52353455339092,2.36258381659943,2.37619178863432,1.72251059989674,1.55998212281158,1.48042151999554,1.75917584456034,1.34638304621705,0.988648283722198,1.48655085707762,1.11798078089713,2.0781790868853,2.51983680038316,1.40609848821642,2.36979945305654,1.50191061778398,1.67830457134508,1.72123222375936,2.24354333414255
"hsa-miR-1298-5p",2.19113190248048,1.5986342374701,1.72919545742353,1.71531263704935,2.49857369620193,1.7408568676802,2.22930259040562,1.74923065989369,2.04537811669583,1.80126124058523,1.45069358039351,1.37376460456026,1.9287240518375,1.76865557864656,1.53331718940119,1.78780258106042,1.80503904888224,1.75546406243855,1.75042537877627,2.2055383767268,1.46615395173081,2.30229564931161,2.04048543609769,1.34271503116436,1.90976835659901,1.93877644789376,1.62376118237831,1.98843861324723,1.78082932478371,2.36752077975983,2.42784901449017,1.65070727972284,1.72809835809279,1.77874950339043,2.39721159027278,1.77901263999862,2.39951752320221,1.77766313453644,1.56294350792157,1.14249989808356,2.42386244633681,1.60972164915683,1.67292870231628,1.80416215643639,1.48244541657975,1.72216719906263,1.42390768460242,1.52499427428317,1.79113313508861,2.12650534730293
"hsa-miR-1299",1.85887235574834,2.04201781516466,2.10028266018749,1.91305501424197,2.02401720570689,1.9858915632586,1.16344159697937,1.21217538783418,1.91746832255247,1.95885382585627,1.88071024694861,1.78860706206648,1.73486338452867,1.74223623469378,2.19248029307131,2.12572291258861,2.14989809141789,1.52203158641297,2.33143333407172,1.79899518233591,2.01227410348353,2.03569819700644,2.11256690929197,2.33950946760068,2.09411602537624,2.09963042953444,1.88952669054469,1.60794349508011,2.39966414379393,2.05361937281244,1.52525706527621,2.36245959259078,2.00471344473417,1.80863796921434,1.15443959437732,2.08233720973932,1.06131816731638,1.61197486125628,1.86897914100361,3.75046243181124,2.364608449341,0.995673287208779,1.33865222147733,1.70524986839237,1.87296497969082,1.99873886945726,0.986039256924749,1.50026146747173,1.9675226725164,1.27037434798213
"hsa-miR-1301-3p",0.216116229903922,0.219281288161935,0.209300445715707,0.217784168172813,0.217959493569622,0.214946403053737,0.218505905614365,0.219936437329073,0.217908236302493,0.217903349102903,0.21774293637486,0.218188109422924,0.227531691820761,0.217765524469454,0.217747426401113,0.217860881945896,0.217958773575141,0.217664147983145,0.21784311045718,0.221763273495824,0.21690690001092,0.218276387278499,0.217435025088088,0.206232666033291,0.20957149992834,0.217778560378758,0.210588284293592,0.216333769698659,0.217957093006027,0.219379159485034,0.21803139565813,0.220540799385186,0.217760965961548,0.218909201712775,0.217445735182212,0.218464278756713,0.216592494688762,0.217849812885533,0.218405125230786,0.210426948606494,0.221126676962196,0.219272630166241,0.216964990982563,0.217977276133784,0.217586886703427,0.218123898513152,0.214236160226496,0.218549033507331,0.217894206858103,0.218083941090829
"hsa-miR-1302",1.63118892608448,2.03957461909085,1.5549409598474,1.65358977466549,1.22107211651001,1.67329357500381,1.5782887433376,1.10934927545358,1.47383279855944,1.62388674158066,1.35512544941278,1.2304272030829,1.80944532369201,1.55070975318917,1.56453765668475,1.79594530782408,2.0494043127387,2.14951503319555,1.4854564383394,1.8071826978418,1.2210067134557,1.7703329744868,1.4635864935158,1.68089043878413,1.42190618121536,1.89730612549577,1.65688321824259,1.79119003672183,2.12254352426266,1.86676015537689,1.65068850269527,1.11391931541861,1.09432360448008,2.10528281245524,2.13843500128018,1.29202068731816,1.39919471893687,2.20598284561614,1.65847833553028,1.11531515960839,0.972371115975263,1.7717764683804,1.33894695302238,1.91254410223339,1.55574050750956,1.49325171183488,1.27916471180933,1.63166919727613,2.09945531970923,1.46983402698814
"hsa-miR-1303",0.512061952007343,0.522175523968826,0.523219831757063,0.518166422133401,0.527875044997496,0.908175243998827,0.869638248288983,0.578482531064905,0.529142825384517,0.507827920911587,0.530202760051993,0.529546500130299,0.535696997360629,0.531671888805401,0.531817141295151,0.531502986151008,0.531363049087706,0.531736060673186,0.531405261072276,0.512378312069495,0.527781935545097,0.530207805866469,0.528836195668601,0.489389035294828,0.568853936096773,0.531648510836024,0.510829939207875,0.525682642970798,0.531442541278124,0.52482122607482,0.53079076866025,0.519773842148918,0.529542866399922,0.529804965967544,0.530554348006384,0.529233822926231,0.572087170847757,0.531532887588664,0.5236154338091,0.342409782137552,0.528421027897517,0.577508053878944,0.530819506252526,0.531487110458571,0.528556282362777,0.531377033282464,0.526611103753296,0.519137456058161,0.531493903334615,0.531230484597107
"hsa-miR-1304-3p",1.90572336863675,1.84010153452655,2.25168769405317,1.86455365494824,1.76767292662164,1.78337385388963,1.15842611589791,1.60617088052404,1.60911263115784,1.58210758999529,1.54706915508332,1.46429603656726,2.0366084609533,1.67751102637841,1.89507731640476,1.57061526208323,1.42794279037875,1.91804953090776,1.56466861522005,1.82590831576877,1.64007373512598,1.81308155667417,1.00333621835025,1.79402864915964,2.07753696667404,1.63681016776173,1.37252460282392,2.12589979614553,2.28957821596599,1.99299773606923,1.04330948906627,1.97299749910042,2.27096539364817,1.43806222529998,1.42346750289313,1.25381985319743,1.31729025341677,2.21806111381234,1.62188107026749,1.02706819474381,1.62471313029934,1.75014340896136,1.95634266771481,1.1888054662913,1.85123352983936,2.38246372568816,0.750069379865756,1.54518545812406,1.93716508414344,1.7921215062012
"hsa-miR-1304-5p",2.07675926927825,1.82173478403922,2.06701459692055,2.11050774085226,1.45271230906803,1.80358575286874,1.24937380869108,1.67724709574375,1.66272307383466,1.47495584384004,1.50511114640938,0.9787176064638,2.25503976787746,1.70214737554728,1.38232240368204,1.67604316231429,1.56512122733718,1.7078239691238,1.70336893133383,2.31299180024527,2.09062668946751,1.73719885737141,2.08197368223287,2.08494790027722,1.56999715091606,2.37407675276472,1.45242731283385,2.58697972163234,1.63467298152151,1.70476232839451,1.93872414396267,2.0569821962665,2.16600833136781,1.59033921118198,2.19689066886764,1.37879578280191,1.41888274024349,1.66761822533805,1.32603318474455,0.995959731613623,2.14727627012555,1.64615656287231,1.93926756824486,1.29700797370975,1.69005358681941,1.79504550619717,0.866954724610145,1.48103067702681,1.56950852011129,1.72931458792386
"hsa-miR-1305",2.61104549204804,2.24560814685833,2.96508912364711,2.66037907638261,1.50589124559918,2.77797980478231,3.62488536618291,2.49839240129532,2.04196930980854,3.17766967655677,1.62145063717034,1.69036481758508,2.15122776556483,2.9318116082932,2.667626811262,1.87814130685342,1.27391097456957,1.62235836254683,1.80067045837902,0.946362080450872,1.50611128932984,2.31980041316201,2.46007743056166,1.87129776871966,2.90289099902982,2.32588739746406,1.31655069616913,1.30433780173483,1.20057428651981,2.15468190444625,2.44287895217577,1.95121239498813,2.32476060383088,1.61334812474676,2.27181479016599,1.78558605416987,2.35467127376093,1.75908510110354,2.91426254049697,2.64010765907109,2.9623604775291,2.2265889667111,2.43011004178106,2.30077863258677,2.3671390498944,2.83122575102395,2.91715311351864,2.30273846207722,1.99789454723514,2.26605352402355
"hsa-miR-1306-3p",1.87298993669204,2.26149887114272,1.93931498868665,2.78932596398152,2.03438149219451,2.31680264095796,2.61438765383204,2.39210499762952,2.10399439183041,2.08155951366667,2.61060324942839,2.114898880696,1.81560606706283,2.16294168978882,2.17396124402847,2.16806020641804,2.70498012461358,2.60172855153192,2.12584217047001,1.79120873141168,2.68715717325788,2.08435565276885,2.75227982530524,2.3286833044986,1.65013568744554,2.15362275451882,2.61077983207006,2.00838455515785,2.15765013767943,2.29479105917251,2.10799793385561,1.98156450021209,3.01952829632985,2.4960553623209,2.15022757900836,2.10809189374535,1.99683738922817,2.15888495382491,2.13484401213857,1.62740563745041,2.06018447180459,2.54048460581549,2.24289445506833,2.13006182846904,2.00930886330719,2.16374430509279,2.13106345078089,1.99668983297654,2.15885235325429,2.15801669898966
"hsa-miR-1306-5p",2.09802917740629,1.96988073055507,2.07143365563054,1.95666204726577,2.0269716826759,1.89242082013188,2.07899489040475,2.13479988815995,1.61217661675847,2.27930825878515,1.61381199217788,1.91640429932595,1.91632094730325,2.1180265186596,0.995995818391308,1.57474618381806,1.43276531277742,2.10864951621934,1.93352439046029,2.03576833183485,1.71999574052282,1.56165494533992,2.10373253432489,1.79653665836308,2.13104827898315,2.04556865395486,1.37576351668059,2.02073977629568,2.12680930666454,1.58220592628842,1.04930149191357,1.31127000584477,1.64626185200784,1.44259556779903,1.42893991308505,1.25909137939855,1.93684222884624,1.53760202987419,1.90540329774272,2.106749713534,1.23231536601658,0.884964333230463,2.1167303311692,1.1096490333449,0.895801403231484,1.5098554879605,0.822097074455904,1.6299742223412,1.3878425420451,1.01834055309155
"hsa-miR-1307-3p",1.53770657382636,1.98656736510467,1.65584094006543,1.72232181018101,1.76911765276437,1.70137621078112,1.72693791210318,1.80878792891206,1.8134452950558,1.71294935363635,2.14105514441541,1.7892364871621,1.60972202780824,1.85694892195131,2.10788298570024,1.84077720516847,1.82926337957228,1.85056535162017,2.20271644261736,2.38784332074874,1.72491328227437,2.47902173315631,2.15459353955206,1.83573728423696,2.22629125676665,1.84261567222216,2.61285916797239,1.74415640876396,1.83557954067421,1.98978160212463,1.83054705291057,1.96225527930101,1.77324945136314,1.83695815212029,1.88469273007882,1.80734757241853,1.68905319814425,1.84411097707969,1.87731424971547,1.87774496614561,1.93482451077263,1.73175414096454,2.00283891998754,1.92243327171307,1.74825239868906,1.84291301497403,1.79748195980435,2.09234763150285,1.83426573906378,1.84456927776077
